customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.Total,Daily_Value_Historical
2446-BEGGB,1,Female,1,0,0,6,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,98.25,560.6,3.231907894736842
2446-PLQVO,1,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.3,70.3,2.3125
2446-ZKVAF,0,Male,0,1,0,18,1,1,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),56.8,1074.65,1.868421052631579
2450-ZKEED,0,Female,0,0,0,11,1,0,DSL,0,0,1,1,0,0,One year,0,Bank transfer (automatic),53.8,651.55,1.769736842105263
2451-YMUXS,0,Male,1,0,0,67,1,1,DSL,1,1,0,1,0,0,Two year,1,Bank transfer (automatic),64.55,4250.1,2.1233552631578947
2452-KDRRH,0,Male,1,0,0,67,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),101.4,6841.05,3.335526315789474
2452-MRMZF,0,Female,1,1,0,72,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.7,1937.4,0.8453947368421053
2452-SNHFZ,0,Female,0,0,0,47,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Credit card (automatic),75.45,3545.1,2.4819078947368425
2453-SAFNS,0,Female,1,0,0,54,1,1,DSL,0,1,0,1,1,0,One year,0,Mailed check,72.1,3886.05,2.3717105263157894
2454-RPBRZ,1,Female,1,1,0,12,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,98.1,1060.2,3.226973684210526
2455-USLMV,0,Female,0,0,0,31,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Credit card (automatic),84.75,2613.4,2.7878289473684212
2458-EOMRE,0,Female,0,0,0,11,1,0,DSL,1,0,1,0,0,1,Month-to-month,0,Bank transfer (automatic),64.05,733.95,2.106907894736842
2460-FPSYH,1,Female,1,0,0,40,0,0,DSL,1,1,0,0,1,1,Month-to-month,1,Electronic check,55.8,2109.35,1.8355263157894737
2460-NGXBJ,0,Male,1,1,1,11,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),75.2,775.3,2.473684210526316
2462-XIIJB,1,Male,0,0,0,5,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,92.5,452.7,3.042763157894737
2465-BLLEU,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.75,19.75,0.649671052631579
2466-FCCPT,0,Female,0,1,1,20,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.7,395.6,0.6480263157894737
2466-NEJOJ,0,Male,0,1,1,8,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.65,169.75,0.6463815789473684
2468-SJFLM,0,Male,0,0,0,1,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Mailed check,74.3,74.3,2.4440789473684212
2469-DTSGX,0,Female,1,0,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,0,Electronic check,111.65,7943.45,3.672697368421053
2472-OVKUP,1,Male,0,1,0,6,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,91.0,531.0,2.993421052631579
2474-BRUCM,1,Male,1,1,0,40,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Electronic check,101.85,4086.3,3.3503289473684212
2474-LCNUE,0,Female,0,1,0,23,1,1,DSL,0,0,0,1,1,1,Month-to-month,1,Credit card (automatic),73.65,1642.75,2.422697368421053
2475-MROZF,0,Male,0,0,0,30,1,1,Fiber optic,1,1,1,1,0,0,Month-to-month,1,Credit card (automatic),95.0,2852.4,3.125
2476-YGEFM,0,Female,0,0,0,29,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),76.0,2215.25,2.5
2478-EEWWM,0,Male,0,1,0,59,0,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,44.3,2666.75,1.457236842105263
2479-BRAMR,1,Male,1,1,0,41,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),83.75,3273.55,2.754934210526316
2480-EJWYP,0,Female,1,1,0,58,1,1,Fiber optic,0,1,0,0,1,1,One year,1,Bank transfer (automatic),97.8,5458.8,3.2171052631578947
2480-JZOSN,0,Female,0,1,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.65,20.65,0.6792763157894737
2480-SQIOB,0,Male,0,1,1,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.8,169.65,1.4736842105263157
2481-SBOYW,0,Female,0,0,1,61,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.0,1498.35,0.8223684210526316
2482-CZGBB,1,Male,0,0,0,10,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.0,740.0,2.3026315789473686
2483-XSSMZ,0,Female,0,0,0,39,1,0,DSL,1,0,0,0,0,0,One year,1,Electronic check,47.85,1886.4,1.574013157894737
2484-DGXPZ,1,Female,0,1,1,31,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.55,658.95,0.643092105263158
2485-ITVKB,1,Female,0,1,0,2,0,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,35.1,68.75,1.154605263157895
2486-WYVVE,0,Male,0,1,0,31,1,1,DSL,0,0,1,1,1,1,One year,1,Mailed check,79.3,2484.0,2.6085526315789473
2495-INZWQ,1,Male,0,0,0,4,0,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,44.55,174.3,1.4654605263157894
2495-KZNFB,0,Female,0,0,0,33,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,90.65,2989.6,2.9819078947368425
2495-TTHBQ,0,Female,0,0,1,4,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,20.4,84.75,0.6710526315789473
2498-XLDZR,0,Female,0,1,1,32,1,0,DSL,1,1,1,1,0,1,Two year,0,Mailed check,73.6,2316.85,2.4210526315789473
2499-AJYUA,0,Female,1,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),110.8,7882.25,3.6447368421052633
2501-XWWTZ,0,Male,0,0,0,11,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.2,760.05,2.30921052631579
2504-DSHIH,0,Male,1,1,0,23,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,86.8,1975.85,2.8552631578947367
2506-CLAKW,1,Female,0,0,0,6,1,0,Fiber optic,1,1,1,1,0,1,Month-to-month,1,Bank transfer (automatic),98.15,567.45,3.228618421052632
2506-TNFCO,1,Female,1,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.55,69.55,2.2878289473684212
2507-QZPQS,0,Male,0,0,0,15,1,1,Fiber optic,0,1,0,1,0,1,Month-to-month,0,Electronic check,95.7,1451.1,3.148026315789474
2509-TFPJU,0,Male,0,1,0,72,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.75,1864.2,0.8470394736842106
2511-ALLCS,0,Female,0,1,1,35,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.3,821.6,0.799342105263158
2511-MORQY,0,Male,0,1,1,50,1,1,DSL,0,0,1,0,0,0,One year,0,Bank transfer (automatic),54.9,2614.1,1.805921052631579
2514-GINMM,1,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.5,79.5,2.6151315789473686
2516-VQRRV,1,Female,1,0,0,2,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,75.45,158.4,2.4819078947368425
2516-XSJKX,0,Female,0,1,1,41,1,0,DSL,1,1,0,1,1,1,Two year,0,Electronic check,78.45,3126.45,2.580592105263158
2519-ERQOJ,0,Male,1,0,0,33,0,0,DSL,0,0,1,1,1,1,Month-to-month,1,Electronic check,54.6,1803.7,1.7960526315789476
2519-FAKOD,1,Male,0,0,1,38,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),99.25,3777.15,3.2648026315789473
2519-LBNQL,0,Male,1,1,0,60,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,104.35,6339.45,3.432565789473684
2519-TWKFS,0,Male,0,1,1,25,1,1,DSL,0,0,0,1,0,0,One year,1,Mailed check,55.1,1466.1,1.8125000000000002
2521-NPUZR,0,Male,0,1,0,70,1,0,Fiber optic,1,1,1,1,0,1,Two year,0,Credit card (automatic),101.0,7085.5,3.322368421052632
2522-AHJXR,0,Male,0,1,0,60,1,1,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),109.45,6572.85,3.6003289473684212
2522-WLNSF,0,Female,1,1,0,34,1,0,DSL,0,0,1,1,1,0,One year,0,Bank transfer (automatic),64.2,2106.3,2.111842105263158
2523-EWWZL,0,Female,0,1,0,27,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,76.1,2093.4,2.5032894736842106
2525-GVKQU,0,Female,0,0,0,60,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.6,1093.0,0.6776315789473685
2528-HFYZX,1,Male,1,1,0,17,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,76.45,1233.4,2.514802631578948
2530-ENDWQ,1,Female,0,1,0,71,1,1,Fiber optic,0,0,0,0,1,1,Two year,1,Bank transfer (automatic),93.7,6585.35,3.0822368421052633
2530-FMFXO,0,Male,0,1,1,56,1,1,Fiber optic,0,0,1,1,1,1,Two year,1,Electronic check,103.2,5873.75,3.3947368421052633
2533-QVMSK,1,Male,0,1,0,61,1,1,Fiber optic,0,1,0,1,1,0,Two year,1,Electronic check,94.1,5638.3,3.0953947368421053
2533-TIBIX,0,Male,0,1,1,15,0,0,DSL,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),30.2,469.65,0.993421052631579
2535-PBCGC,0,Female,0,1,0,70,0,0,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),64.55,4504.9,2.1233552631578947
2538-OIMXF,0,Female,0,0,1,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,24.7,24.7,0.8125
2541-YGPKE,0,Male,0,1,1,42,1,0,DSL,1,0,0,1,0,1,One year,0,Credit card (automatic),63.7,2763.35,2.0953947368421053
2542-HYGIQ,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.95,19.95,0.65625
2545-EBUPK,0,Female,1,0,0,2,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.05,186.05,2.7648026315789473
2545-LXYVJ,0,Male,0,1,0,72,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.7,1492.1,0.680921052631579
2546-KZAAT,0,Male,0,1,0,52,1,0,DSL,1,1,0,0,1,1,One year,1,Mailed check,75.4,3865.45,2.480263157894737
2550-AEVRU,0,Female,0,1,1,57,1,0,DSL,1,1,0,0,0,0,One year,0,Electronic check,53.45,3053.0,1.7582236842105265
2550-QHZGP,0,Male,0,0,0,7,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.5,128.6,0.6414473684210527
2558-BUOZZ,0,Male,0,0,0,47,1,1,Fiber optic,1,1,0,0,1,0,One year,0,Bank transfer (automatic),94.8,4535.85,3.118421052631579
2560-PPCHE,0,Female,0,0,0,65,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Bank transfer (automatic),105.05,6744.25,3.455592105263158
2560-QTSBS,0,Female,0,1,1,72,1,1,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),23.3,1623.15,0.7664473684210527
2560-WBWXF,0,Male,0,0,0,68,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),24.15,1498.85,0.7944078947368421
2565-JSLRY,1,Male,0,0,0,1,1,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.05,24.05,0.7911184210526316
2568-BRGYX,1,Male,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.2,237.95,2.30921052631579
2568-OIADY,1,Female,0,1,0,37,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.5,3762.0,3.273026315789474
2569-WGERO,0,Female,0,0,0,72,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),21.15,1419.4,0.6957236842105263
2573-GYRUU,0,Male,1,1,0,48,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),91.05,4370.75,2.995065789473684
2575-GFSOE,1,Female,0,1,1,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.0,506.9,2.2697368421052633
2576-HXMPA,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.55,19.55,0.643092105263158
2577-GVSIL,0,Male,0,1,1,35,1,1,DSL,0,0,0,1,1,1,One year,1,Bank transfer (automatic),73.45,2661.1,2.416118421052632
2578-JQPHZ,0,Male,0,0,0,44,1,0,Fiber optic,0,0,1,1,1,1,Two year,0,Bank transfer (automatic),100.1,4378.35,3.2927631578947367
2580-ASVVY,0,Female,0,1,0,37,0,0,DSL,1,0,0,1,1,0,Two year,0,Electronic check,45.4,1593.1,1.493421052631579
2580-ATZSQ,0,Female,0,1,1,65,1,0,DSL,1,1,1,0,0,0,One year,0,Bank transfer (automatic),61.35,3874.1,2.018092105263158
2581-VKIRT,0,Female,0,1,1,59,1,1,DSL,1,1,0,1,0,0,One year,0,Mailed check,65.5,3801.3,2.1546052631578947
2582-FFFZR,0,Female,0,0,0,22,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,50.6,1073.3,1.6644736842105265
2585-KTFRE,0,Male,0,0,1,1,1,0,DSL,1,1,0,1,0,1,Month-to-month,1,Bank transfer (automatic),70.45,70.45,2.317434210526316
2586-CWXVV,0,Male,0,1,0,54,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,30.4,1621.35,1.0
2587-EKXTS,0,Male,0,0,0,44,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Electronic check,111.5,4915.15,3.667763157894737
2587-YNLES,0,Female,0,1,1,6,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.1,100.35,0.6611842105263158
2589-AYCRP,0,Female,0,0,0,50,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.75,989.05,0.649671052631579
2592-HODOV,0,Male,0,0,0,13,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.3,259.65,0.6348684210526316
2592-SEIFQ,1,Male,0,0,0,3,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,24.75,66.95,0.8141447368421053
2592-YKDIF,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.35,20.35,0.6694078947368421
2595-KIWPV,0,Male,0,0,1,27,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.7,509.3,0.6480263157894737
2599-CIPQE,0,Male,0,1,1,71,1,0,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),109.3,7782.85,3.5953947368421053
2599-CZABP,0,Male,0,1,0,14,1,0,DSL,0,0,0,0,0,0,One year,0,Electronic check,44.6,641.25,1.467105263157895
2603-HVKCG,0,Male,0,0,0,31,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,101.4,3143.65,3.335526315789474
2604-IJPDU,0,Female,0,1,0,20,1,0,Fiber optic,1,1,0,1,1,0,Month-to-month,1,Electronic check,96.55,1901.65,3.1759868421052633
2604-XVDAM,0,Female,0,0,0,12,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),43.8,540.95,1.4407894736842104
2606-PKWJB,0,Male,0,0,1,40,0,0,DSL,1,1,0,1,0,0,One year,0,Mailed check,40.25,1564.05,1.324013157894737
2606-RMDHZ,1,Male,0,0,0,6,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),30.5,208.7,1.0032894736842106
2607-DHDAK,0,Male,0,1,1,72,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.8,1414.65,0.6513157894736843
2607-FBDFF,0,Male,0,0,0,1,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Credit card (automatic),49.0,49.0,1.611842105263158
2608-BHKFN,1,Female,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),70.05,266.9,2.304276315789474
2609-IAICY,1,Female,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,77.15,77.15,2.5378289473684212
2612-PHGOX,0,Male,0,1,0,64,1,1,DSL,0,1,1,1,1,0,Two year,1,Bank transfer (automatic),76.1,4818.8,2.5032894736842106
2612-RANWT,1,Female,0,0,0,12,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),100.15,1164.3,3.2944078947368425
2612-RRIDN,1,Male,0,0,0,4,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,81.0,340.85,2.6644736842105265
2615-YVMYX,0,Male,1,1,0,71,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Electronic check,107.5,7713.55,3.536184210526316
2616-FLVQC,0,Male,0,0,0,64,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.55,1240.15,0.643092105263158
2616-UUTFK,0,Male,0,1,0,33,1,1,DSL,1,1,1,0,1,0,Month-to-month,1,Bank transfer (automatic),72.75,2447.45,2.393092105263158
2619-WFQWU,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.15,70.15,2.3075657894736845
2621-UDNLU,0,Female,0,1,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.85,72.0,0.6858552631578948
2623-DRYAM,0,Female,0,1,0,70,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,101.75,7069.3,3.3470394736842106
2625-TRCZQ,0,Female,0,1,0,51,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Electronic check,49.65,2553.35,1.6332236842105263
2626-URJFX,1,Male,0,1,1,4,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,50.9,225.6,1.674342105263158
2626-VEEWG,0,Male,0,1,1,67,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.4,1284.2,0.638157894736842
2632-IVXVF,0,Female,0,1,1,68,1,1,Fiber optic,1,0,1,1,1,1,Two year,0,Credit card (automatic),111.75,7511.3,3.6759868421052633
2632-TACXW,0,Female,0,1,0,62,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),23.65,1416.75,0.7779605263157895
2632-UCGVD,1,Male,1,1,0,66,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Credit card (automatic),100.05,6871.9,3.291118421052632
2634-HCZGT,1,Male,1,1,0,53,1,1,DSL,1,0,0,1,0,0,One year,1,Electronic check,60.05,3229.65,1.975328947368421
2636-ALXXZ,1,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.6,69.6,2.289473684210526
2636-OHFMN,1,Male,0,1,0,4,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Electronic check,48.55,201.0,1.5970394736842104
2636-SJDOU,0,Male,0,0,0,64,1,1,Fiber optic,1,1,0,0,0,0,One year,1,Credit card (automatic),84.3,5289.05,2.773026315789474
2637-FKFSY,0,Female,0,1,0,3,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,46.1,130.15,1.5164473684210527
2639-UGMAZ,0,Male,1,0,0,71,0,0,DSL,1,1,0,0,1,1,One year,1,Electronic check,56.45,3985.35,1.8569078947368423
2640-LYMOV,0,Male,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.65,38.8,0.6463815789473684
2640-PMGFL,1,Male,0,0,1,27,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,79.5,2180.55,2.6151315789473686
2642-DTVCO,1,Male,1,0,0,9,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.05,746.5,2.7976973684210527
2642-MAWLJ,0,Female,0,1,1,36,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.25,717.95,0.6661184210526316
2645-QTLMB,1,Male,0,0,0,7,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,94.25,669.0,3.1003289473684212
2649-HWLYB,0,Male,0,1,0,65,1,1,DSL,1,0,1,1,0,1,Two year,0,Bank transfer (automatic),76.15,4929.55,2.504934210526316
2650-GYRYL,0,Male,0,1,1,33,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.45,600.25,0.6398026315789473
2651-ZCBXV,0,Male,0,0,0,54,1,1,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),108.0,5760.65,3.5526315789473686
2654-VBVPB,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.9,19.9,0.6546052631578947
2656-FMOKZ,1,Female,1,0,0,15,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,74.45,1145.7,2.449013157894737
2656-TABEH,1,Male,0,1,0,4,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.2,420.2,3.296052631578948
2657-ALMWY,1,Female,1,1,0,26,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,84.95,2169.75,2.7944078947368425
2657-VPXTA,0,Female,0,1,1,10,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,88.85,929.45,2.9226973684210527
2659-VXMWZ,1,Male,0,1,1,67,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,111.3,7482.1,3.661184210526316
2660-EMUBI,1,Male,1,0,0,10,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.35,898.35,3.1365131578947367
2661-GKBTK,0,Male,0,1,1,60,1,0,DSL,0,1,0,1,1,1,Two year,0,Bank transfer (automatic),76.95,4543.95,2.53125
2662-NNTDK,0,Male,0,0,0,65,1,1,No,0,0,0,0,0,0,One year,0,Credit card (automatic),24.8,1600.95,0.8157894736842106
2664-XJZNO,0,Male,0,1,1,72,1,0,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),104.9,7559.55,3.4506578947368425
2665-NPTGL,0,Female,1,1,0,26,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),98.1,2510.7,3.226973684210526
2667-WYLWJ,1,Female,0,1,1,8,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.75,145.0,0.649671052631579
2668-TZSPS,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.45,20.45,0.6726973684210527
2669-OIDSD,0,Female,0,1,0,48,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Credit card (automatic),100.05,4834.0,3.291118421052632
2669-QVCRG,0,Female,0,0,0,41,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),81.3,3190.65,2.674342105263158
2672-DZUOY,1,Male,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,25.15,25.15,0.8273026315789473
2672-HUYVI,1,Female,0,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,91.1,455.3,2.9967105263157894
2672-OJQZP,0,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.75,44.75,1.4720394736842106
2672-TGEFF,0,Female,0,1,1,37,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,88.8,3340.55,2.9210526315789473
2673-CXQEU,0,Female,1,0,0,56,1,1,Fiber optic,1,1,1,0,1,1,One year,0,Electronic check,110.5,6139.5,3.634868421052632
2673-ZALNP,0,Female,0,0,0,7,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.9,173.15,0.6546052631578947
2674-MIAHT,0,Female,0,0,0,4,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,80.3,324.2,2.6414473684210527
2674-MLXMN,0,Female,1,0,0,71,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),99.65,6951.15,3.27796052631579
2675-DHUTR,0,Male,1,1,0,58,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,98.9,5780.7,3.253289473684211
2675-IJRGJ,0,Male,0,0,0,53,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.65,978.0,0.6463815789473684
2675-OTVVJ,0,Male,1,1,0,31,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Electronic check,89.45,2807.65,2.942434210526316
2676-ISHSF,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.3,20.3,0.667763157894737
2676-OXPPQ,0,Male,0,0,0,6,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),55.7,335.65,1.8322368421052633
2676-SSLTO,0,Male,0,0,0,49,1,1,DSL,0,0,0,1,1,0,Two year,1,Bank transfer (automatic),66.15,3199.0,2.1759868421052633
2680-XKKNJ,0,Female,0,0,0,8,1,0,DSL,1,1,0,1,0,0,One year,0,Bank transfer (automatic),58.2,469.25,1.9144736842105265
2682-KEVRP,0,Female,1,0,0,22,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,20.05,417.0,0.6595394736842106
2683-BPJSO,1,Male,0,1,0,29,1,1,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Electronic check,84.45,2467.1,2.77796052631579
2683-JXWQQ,0,Male,0,1,1,61,0,0,DSL,1,0,1,0,0,0,Month-to-month,0,Bank transfer (automatic),33.6,2117.2,1.105263157894737
2684-EIWEO,1,Female,1,0,0,30,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,0,Credit card (automatic),91.7,2758.15,3.0164473684210527
2685-SREOM,1,Female,0,1,1,25,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,89.1,2368.4,2.9309210526315788
2688-BHGOG,0,Male,1,0,0,9,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.55,718.55,2.616776315789474
2690-DVRVK,0,Male,0,1,1,5,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,20.55,99.45,0.6759868421052632
2691-NZETQ,1,Male,0,0,0,9,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.35,758.6,2.807565789473684
2692-AQCPF,0,Female,0,1,0,65,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Credit card (automatic),108.05,7118.9,3.554276315789474
2692-BUCFV,0,Male,1,0,0,29,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),101.45,2948.6,3.337171052631579
2692-PFYTJ,0,Female,0,0,0,1,1,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,25.75,25.75,0.8470394736842106
2694-CIUMO,0,Female,0,0,0,12,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),79.55,958.25,2.616776315789474
